Campaign_ID,Customer_ID,Source,Medium,New_Users
31,CUST4891,YouTube,Organic,0
37,CUST1636,YouTube,Email,0
42,CUST4254,YouTube,Social,1
55,CUST1232,Instagram,Paid,0
4,CUST4975,Google,Organic,0
49,CUST1489,Instagram,Referral,1
32,CUST0975,Instagram,Paid,1
31,CUST2333,Google,Social,1
2,CUST1651,Google,Email,0
51,CUST3504,Instagram,Organic,1
14,CUST2129,Instagram,Referral,0
43,CUST3585,Instagram,Paid,0
10,CUST4970,Google,Social,1
40,CUST3411,Instagram,Social,1
19,CUST0874,YouTube,Referral,0
44,CUST0713,Google,Organic,1
12,CUST1199,Instagram,Paid,0
51,CUST4596,Google,Social,1
58,CUST3469,YouTube,Email,0
19,CUST1491,Google,Social,0
21,CUST4041,YouTube,Social,1
18,CUST0615,Google,Email,1
57,CUST4938,YouTube,Social,1
2,CUST4254,Instagram,Email,0
47,CUST3776,Facebook,Referral,1
56,CUST3442,Google,Direct,1
15,CUST1531,Google,Organic,0
45,CUST1907,Facebook,Social,0
43,CUST3917,Google,Direct,1
27,CUST3569,Instagram,Social,0
24,CUST3226,Facebook,Email,1
46,CUST0810,Google,Social,0
27,CUST4592,Google,Direct,1
39,CUST0729,Google,Email,1
14,CUST1365,Google,Direct,1
53,CUST4461,Facebook,Email,1
34,CUST2610,Facebook,Referral,0
2,CUST0799,Google,Direct,0
53,CUST0550,YouTube,Organic,0
51,CUST4441,Google,Social,1
32,CUST0087,Google,Organic,0
43,CUST0203,Google,Direct,0
45,CUST0902,Facebook,Referral,1
42,CUST3207,Google,Paid,0
55,CUST4504,YouTube,Organic,1
2,CUST4912,YouTube,Email,1
4,CUST4563,Facebook,Email,1
45,CUST3527,Instagram,Paid,1
19,CUST2076,Instagram,Organic,0
2,CUST3894,YouTube,Referral,0
8,CUST2402,Instagram,Organic,1
16,CUST3879,Facebook,Social,1
42,CUST0106,YouTube,Social,1
18,CUST1551,YouTube,Referral,0
15,CUST4566,Facebook,Referral,1
6,CUST0707,Google,Direct,1
22,CUST0148,Facebook,Organic,0
46,CUST4234,Facebook,Social,0
58,CUST0199,YouTube,Paid,0
17,CUST3731,Google,Paid,0
40,CUST0828,Instagram,Email,0
53,CUST0893,Instagram,Paid,0
38,CUST4328,Instagram,Organic,1
17,CUST4544,Facebook,Referral,1
59,CUST1776,Instagram,Referral,1
18,CUST0172,YouTube,Organic,0
51,CUST3906,Instagram,Social,1
1,CUST2074,Instagram,Referral,0
57,CUST3351,Facebook,Paid,1
28,CUST1603,Facebook,Email,0
25,CUST3487,Instagram,Email,1
7,CUST1597,Instagram,Paid,1
4,CUST4597,Facebook,Social,0
57,CUST1920,Instagram,Organic,1
27,CUST3005,YouTube,Social,1
20,CUST4202,YouTube,Paid,1
40,CUST3770,YouTube,Paid,0
13,CUST3392,Instagram,Social,1
54,CUST2674,Google,Paid,0
55,CUST1679,Google,Direct,0
16,CUST0478,YouTube,Email,1
8,CUST0469,YouTube,Paid,0
60,CUST4830,Google,Social,1
54,CUST3185,YouTube,Referral,1
23,CUST3756,Instagram,Organic,0
11,CUST0939,Facebook,Social,0
40,CUST4361,Google,Social,0
18,CUST4151,Facebook,Social,1
14,CUST0328,Google,Paid,0
49,CUST1810,Google,Direct,1
21,CUST0850,YouTube,Referral,0
28,CUST4051,YouTube,Email,0
36,CUST1287,Facebook,Paid,0
12,CUST3145,Instagram,Referral,0
20,CUST4004,YouTube,Referral,1
56,CUST1701,Google,Organic,1
2,CUST4975,Google,Organic,1
51,CUST1115,Google,Email,1
25,CUST0388,Facebook,Social,1
25,CUST0307,Instagram,Referral,1
60,CUST3011,Google,Social,0
28,CUST2751,Google,Paid,0
56,CUST3495,Google,Direct,1
20,CUST3822,YouTube,Email,0
16,CUST0620,Google,Direct,0
14,CUST3840,YouTube,Organic,1
37,CUST4161,Facebook,Organic,0
11,CUST3487,Facebook,Email,1
37,CUST3881,Facebook,Paid,0
23,CUST2852,Google,Paid,1
31,CUST3429,Facebook,Organic,1
57,CUST0529,Google,Referral,0
11,CUST3154,Google,Direct,1
44,CUST2242,Instagram,Paid,1
40,CUST3098,Instagram,Organic,0
18,CUST3122,Instagram,Email,0
47,CUST3268,Instagram,Email,1
29,CUST1784,Google,Paid,1
50,CUST3091,Google,Organic,0
8,CUST0228,Google,Referral,0
22,CUST0375,Google,Paid,1
2,CUST3747,YouTube,Social,0
48,CUST3085,YouTube,Paid,1
12,CUST3334,Google,Email,1
39,CUST1318,Instagram,Email,0
3,CUST2544,Instagram,Email,0
41,CUST2570,Google,Paid,1
28,CUST4189,Google,Direct,0
12,CUST4668,Instagram,Referral,0
34,CUST2937,Google,Direct,1
60,CUST1414,YouTube,Email,0
39,CUST1191,Instagram,Email,1
24,CUST0868,YouTube,Referral,1
22,CUST1153,YouTube,Organic,0
40,CUST3918,Google,Paid,1
27,CUST2034,Google,Direct,1
2,CUST3727,YouTube,Email,1
29,CUST3065,YouTube,Paid,1
20,CUST4780,Facebook,Referral,1
39,CUST0252,Instagram,Referral,0
50,CUST4576,Instagram,Social,1
44,CUST0544,Facebook,Social,1
40,CUST0629,YouTube,Paid,1
21,CUST3177,Google,Organic,0
53,CUST1883,YouTube,Referral,0
17,CUST0368,YouTube,Email,0
55,CUST4851,Google,Organic,0
59,CUST3059,Facebook,Organic,1
47,CUST0623,YouTube,Paid,0
17,CUST1270,Facebook,Social,0
54,CUST4690,YouTube,Referral,1
23,CUST0542,Instagram,Social,1
34,CUST2240,Instagram,Paid,0
59,CUST0497,YouTube,Email,1
8,CUST3168,Google,Referral,0
37,CUST2231,Instagram,Social,0
59,CUST2988,Facebook,Paid,1
29,CUST2925,Google,Direct,0
11,CUST0792,Facebook,Organic,0
52,CUST2985,Instagram,Organic,1
48,CUST0929,Instagram,Email,0
25,CUST4204,Facebook,Social,1
12,CUST2137,Google,Email,0
29,CUST0669,YouTube,Paid,0
18,CUST1634,YouTube,Organic,0
2,CUST1832,Facebook,Social,1
60,CUST0413,Google,Social,1
40,CUST0008,Instagram,Organic,0
33,CUST3916,Instagram,Paid,1
55,CUST0869,Google,Direct,0
42,CUST2902,YouTube,Email,1
16,CUST3305,YouTube,Referral,1
13,CUST1837,Google,Direct,1
58,CUST1411,Instagram,Social,1
19,CUST1850,Facebook,Organic,0
6,CUST3011,Facebook,Organic,1
26,CUST4333,Facebook,Email,1
50,CUST3303,Facebook,Referral,1
31,CUST1723,Google,Email,1
5,CUST4978,Google,Direct,1
8,CUST1985,YouTube,Email,1
55,CUST1670,YouTube,Referral,0
22,CUST0353,Google,Social,0
56,CUST0172,Google,Direct,0
51,CUST0072,Facebook,Referral,0
9,CUST2333,Google,Direct,0
26,CUST2206,Instagram,Paid,1
39,CUST4635,Google,Direct,1
48,CUST4319,Google,Organic,1
18,CUST2035,Google,Direct,1
46,CUST1092,YouTube,Social,1
29,CUST2595,Google,Social,0
38,CUST4622,YouTube,Referral,0
7,CUST3136,Instagram,Paid,1
1,CUST2225,Facebook,Email,0
6,CUST4128,Instagram,Organic,0
33,CUST0759,Instagram,Paid,0
25,CUST3176,Google,Direct,0
16,CUST3128,Google,Social,1
27,CUST0761,Instagram,Paid,1
24,CUST4015,Google,Organic,1
49,CUST0733,Facebook,Paid,0
31,CUST0889,Instagram,Social,0
20,CUST2311,Google,Email,0
30,CUST2620,Facebook,Organic,1
39,CUST2569,YouTube,Paid,1
25,CUST0600,Instagram,Organic,1
54,CUST4790,Instagram,Referral,1
31,CUST4219,Google,Referral,1
50,CUST4943,Facebook,Email,1
19,CUST3123,Instagram,Social,1
20,CUST1444,YouTube,Organic,0
35,CUST0575,Facebook,Social,1
13,CUST3166,Google,Direct,0
14,CUST5000,Google,Social,1
20,CUST1357,Google,Direct,1
6,CUST4400,Instagram,Organic,0
51,CUST1520,YouTube,Organic,1
10,CUST1387,Facebook,Social,1
45,CUST1343,YouTube,Email,1
46,CUST0172,Facebook,Social,1
2,CUST0924,Instagram,Organic,0
20,CUST4589,Facebook,Organic,1
51,CUST0984,YouTube,Paid,0
2,CUST2759,Google,Referral,0
27,CUST1098,Google,Social,1
38,CUST3467,Facebook,Paid,0
3,CUST1529,YouTube,Referral,0
2,CUST1347,Google,Direct,0
14,CUST0591,Google,Direct,1
47,CUST0782,YouTube,Paid,0
22,CUST3735,Google,Direct,1
41,CUST4480,Facebook,Paid,1
59,CUST4573,Facebook,Organic,1
32,CUST4267,Instagram,Email,0
39,CUST0364,YouTube,Organic,1
10,CUST2490,YouTube,Referral,1
25,CUST4819,YouTube,Social,0
2,CUST3474,Instagram,Referral,1
34,CUST4601,Instagram,Referral,0
18,CUST2982,Google,Paid,1
34,CUST4228,Instagram,Email,0
38,CUST1710,YouTube,Organic,1
32,CUST3592,Instagram,Paid,0
12,CUST0733,Google,Direct,0
16,CUST2481,Facebook,Paid,1
56,CUST3098,YouTube,Organic,1
35,CUST4155,YouTube,Organic,0
60,CUST0810,YouTube,Social,0
15,CUST2557,Instagram,Organic,1
16,CUST3123,Google,Organic,0
36,CUST3251,Google,Social,1
31,CUST4193,Google,Direct,0
29,CUST1770,Google,Direct,1
8,CUST0106,Google,Organic,1
56,CUST0862,Facebook,Paid,1
19,CUST1238,Instagram,Email,1
12,CUST3612,Facebook,Paid,0
16,CUST4521,Google,Referral,1
60,CUST0176,Google,Direct,1
50,CUST0570,Facebook,Organic,1
56,CUST2711,Google,Direct,0
1,CUST1616,Google,Social,1
9,CUST4755,Google,Social,1
59,CUST2775,Google,Direct,1
44,CUST3835,Facebook,Organic,0
44,CUST2513,YouTube,Social,0
55,CUST2481,Google,Direct,0
7,CUST1490,YouTube,Paid,0
23,CUST0047,Facebook,Paid,1
18,CUST1451,YouTube,Paid,0
19,CUST1462,Google,Direct,1
46,CUST2925,Instagram,Email,1
5,CUST3814,Facebook,Email,1
33,CUST1479,Google,Direct,0
18,CUST0328,Google,Social,1
14,CUST4187,Google,Referral,0
25,CUST1086,YouTube,Social,1
52,CUST4244,Facebook,Paid,1
21,CUST1118,Instagram,Paid,0
44,CUST3446,Facebook,Organic,0
20,CUST2811,Google,Direct,1
18,CUST4475,YouTube,Social,0
53,CUST1683,YouTube,Referral,1
33,CUST1176,Facebook,Email,0
43,CUST3438,YouTube,Social,1
21,CUST2279,Google,Social,1
24,CUST2423,YouTube,Social,0
6,CUST2641,Facebook,Social,0
40,CUST4860,Google,Social,0
5,CUST1408,Facebook,Email,0
25,CUST3998,Instagram,Paid,0
25,CUST0394,Facebook,Email,0
9,CUST1327,Facebook,Social,1
34,CUST3593,YouTube,Email,1
4,CUST2417,YouTube,Organic,0
40,CUST4828,Google,Paid,0
38,CUST3120,Facebook,Organic,1
12,CUST1388,YouTube,Referral,1
36,CUST2243,Google,Direct,0
33,CUST0640,Facebook,Organic,0
28,CUST2066,YouTube,Email,0
59,CUST0626,Facebook,Organic,0
32,CUST1504,Google,Direct,1
55,CUST3769,YouTube,Email,0
40,CUST1515,Google,Direct,0
25,CUST0675,Instagram,Paid,1
37,CUST3335,Instagram,Email,0
4,CUST1900,Google,Direct,1
17,CUST2064,Google,Organic,1
6,CUST4713,YouTube,Referral,1
35,CUST3921,Google,Direct,1
20,CUST4972,Instagram,Paid,1
21,CUST4546,Facebook,Paid,1
11,CUST4301,Google,Direct,0
47,CUST0697,YouTube,Referral,0
56,CUST3290,Facebook,Paid,1
40,CUST4593,Google,Organic,0
33,CUST2369,Instagram,Organic,1
27,CUST4155,Google,Paid,1
44,CUST0276,Instagram,Email,1
24,CUST0410,Google,Social,1
2,CUST2651,Google,Direct,0
57,CUST1469,Instagram,Organic,1
3,CUST4055,Google,Direct,1
31,CUST3944,Facebook,Social,1
60,CUST3148,Google,Direct,1
44,CUST1836,Google,Paid,1
28,CUST4212,Google,Direct,0
25,CUST3894,Google,Organic,0
30,CUST1834,Instagram,Paid,0
14,CUST0331,Instagram,Email,0
52,CUST4366,YouTube,Social,1
5,CUST4072,Google,Direct,0
33,CUST1298,Google,Direct,1
21,CUST3672,YouTube,Organic,0
20,CUST0772,Instagram,Organic,1
35,CUST0559,Google,Organic,1
50,CUST3713,Google,Direct,0
6,CUST4938,Google,Direct,1
2,CUST0160,Google,Paid,0
1,CUST3581,Facebook,Social,0
38,CUST4460,Google,Social,0
21,CUST1746,Google,Paid,0
9,CUST0995,Facebook,Social,0
14,CUST3584,Google,Email,0
3,CUST0261,YouTube,Email,1
50,CUST4544,YouTube,Email,0
17,CUST0946,Instagram,Paid,1
11,CUST4119,Google,Paid,1
3,CUST1555,Instagram,Paid,0
22,CUST1476,Facebook,Organic,1
44,CUST0363,Instagram,Referral,1
7,CUST0306,Facebook,Organic,1
13,CUST2483,YouTube,Referral,0
31,CUST3232,YouTube,Referral,0
33,CUST3595,Google,Direct,1
23,CUST3397,Google,Paid,1
16,CUST3265,Google,Organic,1
33,CUST0018,YouTube,Organic,0
30,CUST4504,Instagram,Email,1
33,CUST2105,Instagram,Email,0
57,CUST4768,Facebook,Organic,0
48,CUST2350,YouTube,Organic,0
59,CUST4559,Instagram,Organic,0
22,CUST3153,YouTube,Organic,1
15,CUST4890,Google,Organic,0
51,CUST4680,Google,Social,0
6,CUST1386,Facebook,Paid,1
45,CUST3662,YouTube,Paid,1
19,CUST3337,Google,Referral,0
38,CUST0071,Google,Direct,0
31,CUST2943,YouTube,Organic,0
53,CUST3715,Google,Email,1
19,CUST3067,YouTube,Social,1
29,CUST1668,Google,Paid,0
48,CUST1956,Instagram,Referral,0
28,CUST4859,Facebook,Email,1
53,CUST3979,YouTube,Email,1
41,CUST3188,Google,Email,1
49,CUST4171,Facebook,Organic,1
42,CUST0176,YouTube,Referral,1
14,CUST3702,Google,Email,1
15,CUST3131,Instagram,Referral,1
32,CUST1597,YouTube,Social,0
9,CUST4579,Google,Organic,0
51,CUST1236,Google,Email,0
54,CUST3863,YouTube,Email,0
53,CUST4794,YouTube,Paid,0
25,CUST1815,Google,Paid,0
36,CUST3301,Instagram,Social,1
20,CUST3655,Facebook,Social,1
9,CUST3507,Facebook,Email,1
54,CUST4496,Google,Referral,0
35,CUST3905,Facebook,Social,0
21,CUST2858,Facebook,Social,1
40,CUST3972,Instagram,Referral,1
35,CUST1074,Instagram,Paid,1
38,CUST0593,Google,Social,1
23,CUST4475,Google,Direct,1
56,CUST3529,YouTube,Paid,1
54,CUST4272,YouTube,Organic,0
28,CUST0402,YouTube,Referral,1
48,CUST4473,Instagram,Social,0
48,CUST4261,Google,Referral,1
48,CUST0329,Facebook,Paid,1
43,CUST1079,Google,Social,0
12,CUST2462,Instagram,Organic,1
60,CUST2280,YouTube,Email,1
40,CUST3980,YouTube,Referral,0
30,CUST2186,Google,Organic,0
23,CUST2038,YouTube,Referral,1
45,CUST4512,Facebook,Social,0
56,CUST1887,Facebook,Email,1
50,CUST4172,Facebook,Referral,1
22,CUST0981,Facebook,Paid,1
8,CUST1544,Facebook,Paid,1
47,CUST0422,YouTube,Organic,1
5,CUST3937,YouTube,Social,1
41,CUST2937,Facebook,Social,0
47,CUST3138,YouTube,Organic,1
52,CUST2195,Google,Paid,0
12,CUST4079,Facebook,Email,1
33,CUST0531,Instagram,Social,0
6,CUST0997,Facebook,Organic,1
2,CUST4203,Instagram,Social,1
13,CUST3988,Facebook,Social,0
31,CUST0720,Facebook,Social,1
58,CUST1325,Google,Social,0
39,CUST3137,Facebook,Email,0
50,CUST4790,Facebook,Social,0
30,CUST2020,Facebook,Social,0
36,CUST1198,YouTube,Organic,0
50,CUST2367,Instagram,Paid,0
36,CUST4399,Google,Direct,0
53,CUST1987,Google,Direct,1
27,CUST0310,Facebook,Email,1
37,CUST0350,Google,Direct,0
35,CUST3350,Facebook,Social,0
25,CUST4694,Google,Direct,0
56,CUST2518,Facebook,Paid,0
22,CUST0770,YouTube,Email,1
12,CUST4998,YouTube,Email,1
44,CUST4997,Facebook,Referral,1
15,CUST1233,Instagram,Email,0
14,CUST1891,Google,Paid,0
55,CUST3893,YouTube,Organic,0
22,CUST4180,YouTube,Paid,1
39,CUST3931,Instagram,Social,1
25,CUST3792,Instagram,Social,1
49,CUST1925,Instagram,Organic,0
17,CUST4621,Google,Direct,0
11,CUST3478,Instagram,Paid,1
6,CUST3834,Google,Paid,0
48,CUST1114,YouTube,Paid,0
33,CUST4708,Instagram,Email,1
58,CUST4345,Instagram,Email,1
1,CUST0130,Facebook,Social,0
4,CUST0239,Instagram,Organic,1
34,CUST4365,YouTube,Social,0
25,CUST2968,Google,Paid,1
56,CUST2562,Google,Direct,1
12,CUST4876,YouTube,Organic,1
39,CUST2436,Instagram,Social,1
57,CUST4299,Instagram,Referral,0
50,CUST4522,Google,Direct,1
56,CUST0152,Google,Social,0
47,CUST4495,Google,Social,1
33,CUST2565,Google,Social,1
32,CUST3788,Google,Paid,1
25,CUST0858,Facebook,Paid,0
29,CUST3487,YouTube,Social,1
11,CUST0259,Instagram,Paid,1
7,CUST1448,YouTube,Paid,0
48,CUST4028,Google,Direct,1
10,CUST0135,Google,Direct,0
42,CUST3095,YouTube,Organic,0
11,CUST2810,Google,Email,0
30,CUST3715,YouTube,Social,0
10,CUST0529,YouTube,Social,0
7,CUST3005,Google,Direct,0
52,CUST4429,Instagram,Email,0
33,CUST4825,Instagram,Email,1
29,CUST3746,YouTube,Email,0
8,CUST2637,YouTube,Referral,1
52,CUST1381,Instagram,Referral,1
23,CUST1570,Facebook,Organic,1
31,CUST1985,Google,Paid,1
51,CUST3418,YouTube,Email,1
57,CUST2803,Instagram,Email,0
48,CUST4039,Instagram,Email,1
53,CUST1414,Google,Social,1
22,CUST4335,Google,Email,0
20,CUST2197,YouTube,Organic,0
43,CUST0352,Facebook,Referral,0
10,CUST0453,YouTube,Paid,1
60,CUST4233,Facebook,Referral,0
7,CUST1010,YouTube,Organic,1
23,CUST0922,Instagram,Referral,1
36,CUST3954,Instagram,Organic,1
43,CUST2858,YouTube,Referral,0
1,CUST0884,Facebook,Email,1
60,CUST3993,YouTube,Organic,0
3,CUST2441,YouTube,Referral,1
28,CUST0221,Facebook,Organic,0
49,CUST3761,YouTube,Email,0
11,CUST4529,Google,Direct,0
8,CUST2680,YouTube,Social,1
1,CUST4708,Google,Direct,1
