Transaction_ID,Customer_ID,Product_ID,Total_Price,Quantity,transaction_date,payment_method
TX0015_2,CUST0019,PRD002,1598,2,6/6/2024,Bank Transfer
TX0015_3,CUST0019,PRD036,2198,2,7/10/2024,Credit Card
TX0016_1,CUST0021,PRD003,1797,3,6/10/2024,Apple Pay
TX0016_2,CUST0021,PRD027,299,1,6/12/2024,Bank Transfer
TX0016_3,CUST0021,PRD029,745,5,6/26/2024,Bank Transfer
TX0016_4,CUST0021,PRD012,5996,4,7/22/2024,PayPal
TX0016_5,CUST0021,PRD004,1999,1,7/12/2024,Cash
TX0017_1,CUST0022,PRD013,5196,4,6/17/2024,PayPal
TX0017_2,CUST0022,PRD011,995,5,7/18/2024,Bank Transfer
TX0017_3,CUST0022,PRD030,2796,4,7/21/2024,PayPal
TX0017_4,CUST0022,PRD007,3996,4,6/14/2024,Cash
TX0018_1,CUST0024,PRD032,3196,4,7/7/2024,Cash
TX0018_2,CUST0024,PRD026,3396,4,6/9/2024,Cash
TX0018_3,CUST0024,PRD018,3798,2,7/2/2024,Bank Transfer
TX0018_4,CUST0024,PRD017,178,2,6/20/2024,PayPal
TX0019_1,CUST0025,PRD012,4497,3,6/22/2024,Apple Pay
TX0019_2,CUST0025,PRD020,1998,2,6/1/2024,PayPal
TX0020_1,CUST0026,PRD018,5697,3,7/4/2024,Cash
TX0020_2,CUST0026,PRD014,1199,1,6/3/2024,Credit Card
TX0020_3,CUST0026,PRD004,1999,1,7/27/2024,Bank Transfer
TX0020_4,CUST0026,PRD027,1495,5,7/9/2024,Cash
TX0020_5,CUST0026,PRD026,4245,5,7/29/2024,Credit Card
TX0021_1,CUST0027,PRD015,2798,2,7/19/2024,Cash
TX0021_2,CUST0027,PRD024,179,1,7/23/2024,Apple Pay
TX0021_3,CUST0027,PRD022,1799,1,6/4/2024,Cash
TX0021_4,CUST0027,PRD032,1598,2,6/25/2024,Bank Transfer
TX0022_1,CUST0028,PRD004,3998,2,7/25/2024,PayPal
TX0023_1,CUST0029,PRD027,1495,5,6/13/2024,PayPal
TX0023_2,CUST0029,PRD010,1745,5,7/13/2024,Credit Card
TX0023_3,CUST0029,PRD026,1698,2,7/3/2024,PayPal
TX0023_4,CUST0029,PRD023,4197,3,6/28/2024,Cash
TX0024_1,CUST0032,PRD004,5997,3,6/26/2024,PayPal
TX0024_2,CUST0032,PRD024,895,5,7/16/2024,Credit Card
TX0025_1,CUST0033,PRD021,1996,4,7/15/2024,PayPal
TX0025_2,CUST0033,PRD027,299,1,7/24/2024,Apple Pay
TX0026_1,CUST0034,PRD034,2596,4,7/1/2024,Bank Transfer
TX0026_2,CUST0034,PRD007,3996,4,6/18/2024,Cash
TX0026_3,CUST0034,PRD022,8995,5,7/4/2024,Credit Card
TX0026_4,CUST0034,PRD009,1498,2,6/1/2024,Cash
TX0026_5,CUST0034,PRD010,1745,5,7/6/2024,Bank Transfer
TX0027_1,CUST0035,PRD015,2798,2,6/12/2024,Credit Card
TX0027_2,CUST0035,PRD007,999,1,6/12/2024,Cash
TX0027_3,CUST0035,PRD026,849,1,7/16/2024,Bank Transfer
TX0027_4,CUST0035,PRD014,3597,3,6/23/2024,Cash
TX0027_5,CUST0035,PRD033,1499,1,7/31/2024,Cash
TX0028_1,CUST0037,PRD030,2097,3,6/29/2024,Apple Pay
TX0028_2,CUST0037,PRD006,249,1,7/6/2024,PayPal
TX0028_3,CUST0037,PRD028,2995,5,6/27/2024,Bank Transfer
TX0028_4,CUST0037,PRD024,895,5,6/17/2024,PayPal
TX0028_5,CUST0037,PRD007,1998,2,7/11/2024,Bank Transfer
TX0029_1,CUST0041,PRD034,1947,3,6/23/2024,PayPal
TX0029_2,CUST0041,PRD031,5995,5,6/21/2024,PayPal
TX0030_1,CUST0043,PRD029,149,1,6/10/2024,Cash
TX0030_2,CUST0043,PRD029,745,5,7/13/2024,PayPal
TX0030_3,CUST0043,PRD021,2495,5,6/28/2024,PayPal
TX0030_4,CUST0043,PRD031,1199,1,7/16/2024,PayPal
TX0031_1,CUST0046,PRD006,1245,5,7/22/2024,Credit Card
TX0031_2,CUST0046,PRD029,447,3,7/13/2024,Apple Pay
TX0032_1,CUST0047,PRD011,398,2,6/12/2024,Credit Card
TX0032_2,CUST0047,PRD015,1399,1,7/3/2024,Cash
TX0032_3,CUST0047,PRD001,1998,2,7/21/2024,Cash
TX0032_4,CUST0047,PRD035,3897,3,7/14/2024,PayPal
TX0033_1,CUST0048,PRD030,2796,4,6/4/2024,Apple Pay
TX0033_2,CUST0048,PRD027,1495,5,6/2/2024,Bank Transfer
TX0034_1,CUST0049,PRD005,1495,5,6/11/2024,PayPal
TX0034_2,CUST0049,PRD014,2398,2,6/16/2024,Bank Transfer
TX0034_3,CUST0049,PRD021,1497,3,7/26/2024,Credit Card
TX0035_1,CUST0050,PRD035,6495,5,6/30/2024,Credit Card
TX0035_2,CUST0050,PRD031,3597,3,6/11/2024,Cash
TX0035_3,CUST0050,PRD027,1196,4,6/29/2024,Bank Transfer
TX0035_4,CUST0050,PRD035,5196,4,7/13/2024,Bank Transfer
TX0035_5,CUST0050,PRD014,1199,1,6/14/2024,Cash
TX0036_1,CUST0051,PRD004,3998,2,7/20/2024,Credit Card
TX0036_2,CUST0051,PRD020,4995,5,7/28/2024,Apple Pay
TX0036_3,CUST0051,PRD020,1998,2,6/19/2024,Bank Transfer
TX0036_4,CUST0051,PRD031,4796,4,6/5/2024,PayPal
TX0037_1,CUST0052,PRD022,7196,4,7/2/2024,Cash
TX0037_2,CUST0052,PRD006,747,3,6/19/2024,PayPal
TX0037_3,CUST0052,PRD005,897,3,6/30/2024,Cash
TX0037_4,CUST0052,PRD019,1995,5,6/8/2024,Bank Transfer
TX0037_5,CUST0052,PRD007,4995,5,7/13/2024,Bank Transfer
TX0038_1,CUST0053,PRD006,498,2,6/21/2024,Cash
TX0038_2,CUST0053,PRD021,1497,3,7/28/2024,Apple Pay
TX0038_3,CUST0053,PRD028,2995,5,7/16/2024,Apple Pay
TX0038_4,CUST0053,PRD035,5196,4,6/12/2024,Apple Pay
TX0039_1,CUST0055,PRD017,178,2,6/3/2024,Credit Card
TX0039_2,CUST0055,PRD035,5196,4,7/22/2024,Bank Transfer
TX0039_3,CUST0055,PRD034,1947,3,6/19/2024,Cash
TX0040_1,CUST0056,PRD010,1745,5,7/30/2024,Apple Pay
TX0040_2,CUST0056,PRD023,5596,4,7/15/2024,Apple Pay
TX0040_3,CUST0056,PRD033,1499,1,6/23/2024,Cash
TX0040_4,CUST0056,PRD017,267,3,7/18/2024,Bank Transfer
TX0041_1,CUST0057,PRD023,6995,5,7/10/2024,Bank Transfer
TX0041_2,CUST0057,PRD001,3996,4,6/21/2024,Credit Card
TX0042_1,CUST0058,PRD012,5996,4,7/26/2024,PayPal
TX0042_2,CUST0058,PRD031,3597,3,6/21/2024,Cash
TX0042_3,CUST0058,PRD027,897,3,6/7/2024,Credit Card
TX0042_4,CUST0058,PRD005,598,2,7/29/2024,Credit Card
TX0043_1,CUST0061,PRD011,995,5,6/24/2024,Apple Pay
TX0044_1,CUST0062,PRD022,5397,3,6/7/2024,Cash
TX0044_2,CUST0062,PRD033,5996,4,7/14/2024,Credit Card
TX0044_3,CUST0062,PRD013,1299,1,7/17/2024,Cash
TX0044_4,CUST0062,PRD014,2398,2,7/4/2024,Credit Card
TX0044_5,CUST0062,PRD008,4495,5,7/2/2024,Apple Pay
TX0045_1,CUST0063,PRD034,2596,4,6/23/2024,PayPal
TX0045_2,CUST0063,PRD027,1196,4,7/10/2024,Bank Transfer
TX0045_3,CUST0063,PRD010,1396,4,7/19/2024,Apple Pay
TX0045_4,CUST0063,PRD030,3495,5,6/29/2024,PayPal
TX0045_5,CUST0063,PRD034,1947,3,6/8/2024,Cash
TX0046_1,CUST0064,PRD011,995,5,6/16/2024,Apple Pay
TX0046_2,CUST0064,PRD033,5996,4,6/13/2024,Apple Pay
TX0046_3,CUST0064,PRD006,498,2,6/8/2024,Credit Card
TX0046_4,CUST0064,PRD025,899,1,6/22/2024,PayPal
TX0047_1,CUST0066,PRD019,798,2,6/17/2024,Credit Card
TX0047_2,CUST0066,PRD014,3597,3,7/16/2024,PayPal
TX0047_3,CUST0066,PRD005,1196,4,7/27/2024,Credit Card
TX0047_4,CUST0066,PRD031,4796,4,6/3/2024,Credit Card
TX0048_1,CUST0067,PRD036,3297,3,6/10/2024,Bank Transfer
TX0048_2,CUST0067,PRD016,1645,5,6/29/2024,Bank Transfer
TX0049_1,CUST0068,PRD029,745,5,7/31/2024,Apple Pay
TX0049_2,CUST0068,PRD014,2398,2,6/28/2024,Credit Card
TX0050_1,CUST0069,PRD016,1316,4,7/14/2024,Cash
TX0050_2,CUST0069,PRD025,2697,3,7/4/2024,Credit Card
TX0050_3,CUST0069,PRD033,5996,4,7/22/2024,Bank Transfer
TX0050_4,CUST0069,PRD020,3996,4,7/3/2024,PayPal
TX0051_1,CUST0072,PRD004,5997,3,6/8/2024,PayPal
TX0051_2,CUST0072,PRD001,4995,5,6/3/2024,Credit Card
TX0051_3,CUST0072,PRD020,1998,2,7/25/2024,PayPal
TX0051_4,CUST0072,PRD009,749,1,7/1/2024,Bank Transfer
TX0052_1,CUST0074,PRD018,9495,5,6/27/2024,Cash
TX0052_2,CUST0074,PRD016,1316,4,6/30/2024,Credit Card
TX0053_1,CUST0075,PRD014,3597,3,6/25/2024,Bank Transfer
TX0053_2,CUST0075,PRD032,799,1,7/28/2024,Apple Pay
TX0053_3,CUST0075,PRD008,3596,4,7/15/2024,PayPal
TX0054_1,CUST0076,PRD031,2398,2,7/7/2024,Apple Pay
TX0054_2,CUST0076,PRD017,267,3,6/7/2024,Apple Pay
TX0054_3,CUST0076,PRD002,3995,5,7/5/2024,Bank Transfer
TX0055_1,CUST0078,PRD007,999,1,7/10/2024,Cash
TX0055_2,CUST0078,PRD013,1299,1,6/13/2024,PayPal
TX0055_3,CUST0078,PRD008,899,1,7/15/2024,PayPal
TX0055_4,CUST0078,PRD014,1199,1,6/16/2024,PayPal
TX0056_1,CUST0079,PRD002,3995,5,7/21/2024,Apple Pay
TX0056_2,CUST0079,PRD032,2397,3,6/3/2024,Bank Transfer
TX0057_1,CUST0081,PRD015,4197,3,6/12/2024,Cash
TX0057_2,CUST0081,PRD013,6495,5,7/12/2024,Bank Transfer
TX0057_3,CUST0081,PRD019,1197,3,6/4/2024,Credit Card
TX0058_1,CUST0082,PRD034,2596,4,6/8/2024,Bank Transfer
TX0059_1,CUST0083,PRD027,1495,5,7/22/2024,Credit Card
TX0059_2,CUST0083,PRD011,398,2,6/27/2024,Bank Transfer
TX0059_3,CUST0083,PRD027,1495,5,7/10/2024,PayPal
TX0060_1,CUST0084,PRD004,1999,1,7/3/2024,Credit Card
TX0060_2,CUST0084,PRD008,1798,2,6/10/2024,Credit Card
TX0061_1,CUST0085,PRD010,1745,5,7/9/2024,Bank Transfer
TX0061_2,CUST0085,PRD024,179,1,6/23/2024,Bank Transfer
TX0061_3,CUST0085,PRD035,3897,3,6/19/2024,PayPal
TX0061_4,CUST0085,PRD020,1998,2,6/5/2024,Credit Card
TX0062_1,CUST0086,PRD008,899,1,7/12/2024,PayPal
TX0062_2,CUST0086,PRD015,2798,2,6/27/2024,Credit Card
TX0062_3,CUST0086,PRD012,4497,3,7/9/2024,Cash
TX0062_4,CUST0086,PRD008,3596,4,6/1/2024,Bank Transfer
TX0062_5,CUST0086,PRD034,1947,3,7/19/2024,PayPal
TX0063_1,CUST0087,PRD036,4396,4,6/21/2024,Bank Transfer
TX0063_2,CUST0087,PRD020,1998,2,7/13/2024,Bank Transfer
TX0064_1,CUST0089,PRD009,1498,2,6/25/2024,Apple Pay
TX0064_2,CUST0089,PRD003,2396,4,7/30/2024,Apple Pay
TX0064_3,CUST0089,PRD018,1899,1,7/22/2024,Credit Card
TX0064_4,CUST0089,PRD007,2997,3,7/27/2024,PayPal
TX0064_5,CUST0089,PRD029,745,5,7/18/2024,PayPal
TX0065_1,CUST0090,PRD032,2397,3,7/24/2024,Credit Card
TX0066_1,CUST0091,PRD012,2998,2,7/7/2024,Cash
TX0066_2,CUST0091,PRD030,3495,5,6/13/2024,PayPal
TX0067_1,CUST0092,PRD036,3297,3,6/12/2024,Cash
TX0067_2,CUST0092,PRD007,999,1,7/16/2024,Cash
TX0067_3,CUST0092,PRD009,1498,2,7/7/2024,Bank Transfer
TX0068_1,CUST0093,PRD032,3196,4,6/3/2024,Bank Transfer
TX0068_2,CUST0093,PRD001,2997,3,7/29/2024,Cash
TX0069_1,CUST0094,PRD012,7495,5,7/27/2024,Apple Pay
TX0069_2,CUST0094,PRD011,995,5,6/11/2024,PayPal
TX0070_1,CUST0095,PRD027,897,3,7/16/2024,Bank Transfer
TX0070_2,CUST0095,PRD032,799,1,6/7/2024,Cash
TX0070_3,CUST0095,PRD004,3998,2,6/27/2024,Bank Transfer
TX0071_1,CUST0096,PRD014,1199,1,6/6/2024,Credit Card
TX0071_2,CUST0096,PRD025,3596,4,6/9/2024,Apple Pay
TX0072_1,CUST0097,PRD007,4995,5,6/7/2024,Apple Pay
TX0072_2,CUST0097,PRD032,2397,3,6/9/2024,Credit Card
TX0073_1,CUST0098,PRD018,7596,4,6/11/2024,PayPal
TX0074_1,CUST0099,PRD015,5596,4,7/25/2024,Bank Transfer
TX0074_2,CUST0099,PRD020,1998,2,7/1/2024,PayPal
TX0074_3,CUST0099,PRD029,596,4,6/25/2024,PayPal
TX0074_4,CUST0099,PRD032,2397,3,6/27/2024,Cash
TX0075_1,CUST0101,PRD025,2697,3,7/20/2024,Apple Pay
TX0075_2,CUST0101,PRD003,1797,3,7/15/2024,Apple Pay
TX0075_3,CUST0101,PRD002,3196,4,6/17/2024,Credit Card
TX0076_1,CUST0102,PRD007,999,1,7/28/2024,PayPal
TX0076_2,CUST0102,PRD032,1598,2,6/1/2024,Apple Pay
TX0076_3,CUST0102,PRD035,6495,5,6/5/2024,Credit Card
TX0076_4,CUST0102,PRD009,749,1,7/4/2024,PayPal
TX0077_1,CUST0103,PRD012,5996,4,6/16/2024,PayPal
TX0077_2,CUST0103,PRD007,3996,4,7/27/2024,Credit Card
TX0077_3,CUST0103,PRD013,1299,1,7/13/2024,Bank Transfer
TX0077_4,CUST0103,PRD021,1497,3,6/23/2024,Apple Pay
TX0077_5,CUST0103,PRD008,899,1,7/22/2024,PayPal
TX0078_1,CUST0104,PRD034,1298,2,7/3/2024,PayPal
TX0079_1,CUST0105,PRD015,6995,5,7/15/2024,Bank Transfer
TX0080_1,CUST0107,PRD002,3995,5,6/3/2024,PayPal
TX0080_2,CUST0107,PRD026,1698,2,6/16/2024,Credit Card
TX0080_3,CUST0107,PRD032,3995,5,7/30/2024,Apple Pay
TX0080_4,CUST0107,PRD014,2398,2,7/13/2024,Apple Pay
TX0081_1,CUST0108,PRD034,1298,2,7/28/2024,Apple Pay
TX0081_2,CUST0108,PRD019,798,2,7/28/2024,Bank Transfer
TX0081_3,CUST0108,PRD028,2396,4,7/11/2024,Credit Card
TX0081_4,CUST0108,PRD012,4497,3,7/11/2024,Bank Transfer
TX0081_5,CUST0108,PRD035,1299,1,6/4/2024,PayPal
TX0082_1,CUST0110,PRD008,3596,4,7/13/2024,Credit Card
TX0082_2,CUST0110,PRD030,699,1,6/28/2024,Credit Card
TX0082_3,CUST0110,PRD013,1299,1,7/10/2024,Apple Pay
TX0082_4,CUST0110,PRD028,2396,4,6/20/2024,Cash
TX0082_5,CUST0110,PRD018,3798,2,6/2/2024,Credit Card
TX0083_1,CUST0112,PRD033,2998,2,6/25/2024,Apple Pay
TX0083_2,CUST0112,PRD016,1645,5,7/10/2024,PayPal
TX0083_3,CUST0112,PRD030,1398,2,7/22/2024,Apple Pay
TX0083_4,CUST0112,PRD033,1499,1,7/27/2024,Credit Card
TX0083_5,CUST0112,PRD010,698,2,6/3/2024,Credit Card
TX0084_1,CUST0114,PRD001,999,1,6/14/2024,PayPal
TX0084_2,CUST0114,PRD007,4995,5,7/20/2024,Bank Transfer
TX0084_3,CUST0114,PRD009,749,1,7/11/2024,Credit Card
TX0084_4,CUST0114,PRD003,2995,5,7/26/2024,PayPal
TX0085_1,CUST0115,PRD005,897,3,6/6/2024,PayPal
TX0085_2,CUST0115,PRD013,3897,3,6/7/2024,Credit Card
TX0085_3,CUST0115,PRD003,2396,4,7/31/2024,Credit Card
TX0085_4,CUST0115,PRD036,5495,5,7/6/2024,Bank Transfer
TX0085_5,CUST0115,PRD013,2598,2,7/24/2024,Credit Card
TX0086_1,CUST0116,PRD004,7996,4,6/18/2024,PayPal
TX0086_2,CUST0116,PRD003,1797,3,7/4/2024,Bank Transfer
TX0087_1,CUST0117,PRD012,4497,3,6/19/2024,Cash
TX0088_1,CUST0118,PRD016,987,3,7/8/2024,Apple Pay
TX0089_1,CUST0119,PRD022,3598,2,6/4/2024,Bank Transfer
TX0090_1,CUST0120,PRD005,299,1,6/18/2024,Bank Transfer
TX0090_2,CUST0120,PRD008,4495,5,7/3/2024,Bank Transfer
TX0091_1,CUST0121,PRD023,4197,3,6/16/2024,Apple Pay
TX0091_2,CUST0121,PRD029,298,2,7/30/2024,PayPal
TX0091_3,CUST0121,PRD022,5397,3,7/15/2024,Cash
TX0091_4,CUST0121,PRD008,899,1,6/19/2024,Bank Transfer
TX0092_1,CUST0122,PRD004,1999,1,7/13/2024,Bank Transfer
TX0093_1,CUST0123,PRD015,1399,1,7/2/2024,Bank Transfer
TX0093_2,CUST0123,PRD036,1099,1,7/13/2024,Credit Card
TX0093_3,CUST0123,PRD014,1199,1,7/2/2024,Credit Card
TX0093_4,CUST0123,PRD008,4495,5,6/24/2024,Credit Card
TX0094_1,CUST0124,PRD022,8995,5,6/29/2024,PayPal
TX0094_2,CUST0124,PRD034,2596,4,6/10/2024,Apple Pay
TX0094_3,CUST0124,PRD022,5397,3,7/14/2024,Apple Pay
TX0095_1,CUST0126,PRD036,5495,5,7/21/2024,PayPal
TX0095_2,CUST0126,PRD021,1996,4,6/22/2024,Bank Transfer
TX0095_3,CUST0126,PRD010,1745,5,7/6/2024,Cash
TX0096_1,CUST0127,PRD020,999,1,6/5/2024,Bank Transfer
TX0096_2,CUST0127,PRD025,1798,2,7/11/2024,Bank Transfer
TX0096_3,CUST0127,PRD006,249,1,6/20/2024,Cash
TX0096_4,CUST0127,PRD030,699,1,7/14/2024,Bank Transfer
TX0096_5,CUST0127,PRD029,447,3,7/28/2024,Bank Transfer
TX0097_1,CUST0129,PRD026,1698,2,7/22/2024,Bank Transfer
TX0098_1,CUST0130,PRD013,3897,3,7/11/2024,Cash
TX0098_2,CUST0130,PRD006,747,3,6/1/2024,Credit Card
TX0099_1,CUST0131,PRD021,499,1,7/3/2024,Cash
TX0099_2,CUST0131,PRD021,1497,3,7/25/2024,PayPal
TX0099_3,CUST0131,PRD001,999,1,7/11/2024,Bank Transfer
TX0099_4,CUST0131,PRD003,2396,4,7/19/2024,PayPal
TX0100_1,CUST0132,PRD007,999,1,7/4/2024,Bank Transfer
TX0100_2,CUST0132,PRD025,2697,3,6/11/2024,Bank Transfer
TX0101_1,CUST0133,PRD036,5495,5,6/17/2024,Credit Card
TX0101_2,CUST0133,PRD012,5996,4,6/18/2024,Cash
TX0101_3,CUST0133,PRD036,3297,3,7/17/2024,Cash
TX0101_4,CUST0133,PRD024,358,2,7/3/2024,Credit Card
TX0101_5,CUST0133,PRD036,4396,4,7/9/2024,Apple Pay
TX0102_1,CUST0134,PRD033,4497,3,6/14/2024,Apple Pay
TX0102_2,CUST0134,PRD007,1998,2,6/28/2024,PayPal
TX0102_3,CUST0134,PRD005,1196,4,7/1/2024,Cash
TX0102_4,CUST0134,PRD024,895,5,7/11/2024,Apple Pay
TX0102_5,CUST0134,PRD005,897,3,6/27/2024,Cash
TX0103_1,CUST0135,PRD005,1196,4,7/28/2024,Apple Pay
TX0103_2,CUST0135,PRD008,899,1,6/7/2024,Bank Transfer
TX0103_3,CUST0135,PRD011,597,3,6/2/2024,Credit Card
TX0103_4,CUST0135,PRD011,398,2,7/24/2024,PayPal
TX0104_1,CUST0136,PRD025,3596,4,7/25/2024,Credit Card
TX0105_1,CUST0138,PRD019,399,1,6/3/2024,Apple Pay
TX0105_2,CUST0138,PRD009,2247,3,6/7/2024,PayPal
TX0105_3,CUST0138,PRD014,3597,3,7/17/2024,Cash
TX0105_4,CUST0138,PRD035,6495,5,7/30/2024,Credit Card
TX0106_1,CUST0139,PRD036,4396,4,7/11/2024,Credit Card
TX0106_2,CUST0139,PRD030,1398,2,6/30/2024,Apple Pay
TX0106_3,CUST0139,PRD020,2997,3,6/22/2024,Apple Pay
TX0107_1,CUST0140,PRD008,3596,4,6/26/2024,Bank Transfer
TX0107_2,CUST0140,PRD009,2996,4,7/17/2024,PayPal
TX0107_3,CUST0140,PRD029,298,2,7/27/2024,Apple Pay
TX0107_4,CUST0140,PRD032,3995,5,7/7/2024,Apple Pay
TX0108_1,CUST0141,PRD011,796,4,6/25/2024,PayPal
TX0108_2,CUST0141,PRD017,445,5,6/17/2024,PayPal
TX0108_3,CUST0141,PRD015,6995,5,6/15/2024,Bank Transfer
TX0108_4,CUST0141,PRD027,598,2,6/15/2024,PayPal
TX0109_1,CUST0142,PRD024,358,2,7/18/2024,Apple Pay
TX0110_1,CUST0143,PRD014,3597,3,7/28/2024,Bank Transfer
TX0110_2,CUST0143,PRD008,1798,2,7/3/2024,Apple Pay
TX0110_3,CUST0143,PRD036,5495,5,6/10/2024,Cash
TX0110_4,CUST0143,PRD025,899,1,7/10/2024,Bank Transfer
TX0111_1,CUST0145,PRD030,2097,3,6/28/2024,Credit Card
TX0111_2,CUST0145,PRD033,7495,5,7/4/2024,Apple Pay
TX0112_1,CUST0147,PRD016,658,2,7/16/2024,PayPal
TX0112_2,CUST0147,PRD003,599,1,6/15/2024,Bank Transfer
TX0113_1,CUST0148,PRD022,1799,1,7/18/2024,Cash
TX0113_2,CUST0148,PRD015,2798,2,6/4/2024,Apple Pay
TX0113_3,CUST0148,PRD023,6995,5,7/2/2024,Cash
TX0114_1,CUST0150,PRD006,747,3,7/10/2024,Cash
TX0114_2,CUST0150,PRD011,995,5,6/2/2024,Credit Card
TX0114_3,CUST0150,PRD003,2995,5,7/14/2024,Cash
TX0114_4,CUST0150,PRD007,4995,5,7/7/2024,Credit Card
TX0114_5,CUST0150,PRD012,1499,1,7/5/2024,Cash
TX0115_1,CUST0151,PRD003,599,1,7/25/2024,PayPal
TX0115_2,CUST0151,PRD013,3897,3,7/13/2024,Apple Pay
TX0115_3,CUST0151,PRD018,3798,2,6/5/2024,Cash
TX0115_4,CUST0151,PRD015,2798,2,6/24/2024,Bank Transfer
TX0115_5,CUST0151,PRD019,1995,5,6/2/2024,PayPal
TX0116_1,CUST0152,PRD031,4796,4,6/12/2024,Apple Pay
TX0116_2,CUST0152,PRD013,6495,5,7/6/2024,PayPal
TX0117_1,CUST0154,PRD005,299,1,7/6/2024,Bank Transfer
TX0117_2,CUST0154,PRD033,1499,1,7/23/2024,Apple Pay
TX0117_3,CUST0154,PRD005,598,2,6/27/2024,Credit Card
TX0118_1,CUST0156,PRD003,1198,2,6/27/2024,PayPal
TX0118_2,CUST0156,PRD005,299,1,7/14/2024,Credit Card
TX0118_3,CUST0156,PRD035,6495,5,6/5/2024,Apple Pay
TX0118_4,CUST0156,PRD007,3996,4,6/16/2024,PayPal
TX0119_1,CUST0157,PRD021,2495,5,7/22/2024,Apple Pay
TX0120_1,CUST0158,PRD001,999,1,7/7/2024,Credit Card
TX0120_2,CUST0158,PRD006,498,2,6/15/2024,Bank Transfer
TX0121_1,CUST0159,PRD013,2598,2,7/22/2024,Credit Card
TX0121_2,CUST0159,PRD001,4995,5,7/24/2024,Credit Card
TX0121_3,CUST0159,PRD006,996,4,7/15/2024,Bank Transfer
TX0121_4,CUST0159,PRD028,2995,5,6/4/2024,PayPal
TX0121_5,CUST0159,PRD009,749,1,7/6/2024,PayPal
TX0122_1,CUST0160,PRD006,996,4,6/27/2024,Credit Card
TX0123_1,CUST0161,PRD007,1998,2,6/13/2024,Bank Transfer
TX0123_2,CUST0161,PRD029,298,2,7/18/2024,Cash
TX0123_3,CUST0161,PRD002,2397,3,6/9/2024,Credit Card
TX0124_1,CUST0163,PRD018,3798,2,6/11/2024,Cash
TX0125_1,CUST0164,PRD033,7495,5,6/26/2024,Apple Pay
TX0126_1,CUST0165,PRD016,329,1,7/10/2024,PayPal
TX0126_2,CUST0165,PRD015,5596,4,6/14/2024,PayPal
TX0126_3,CUST0165,PRD003,1797,3,7/13/2024,Credit Card
TX0126_4,CUST0165,PRD035,2598,2,7/31/2024,Bank Transfer
